GEMS Station Number,Date,Time,0.3,Parameter,0,,Value,Unit,Fair
DEU00710,2023-03-21,00:00,0.3,TEMP,0,,10.3,°C,Fair
DEU00710,2023-03-21,00:00,0.3,pH,0,,7.5,---,Fair
DEU00710,2023-03-16,00:00,0.3,EC,0,,296.0,µS/cm,Fair
DEU00710,2023-03-16,00:00,0.3,pH,0,,7.5,---,Fair
DEU00710,2023-03-21,00:00,0.3,O2-Dis,0,,0.2,mg/l,Fair
DEU00710,2023-09-21,00:00,0.3,pH,0,,7.4,---,Fair
DEU00712,2023-03-14,00:00,0.3,pH,0,,7.3,---,Fair
DEU00712,2023-03-14,00:00,0.3,TEMP,0,,10.8,°C,Fair
DEU00712,2023-03-14,00:00,0.3,EC,0,,136.0,µS/cm,Fair
DEU00712,2023-03-14,00:00,0.3,O2-Dis,0,,5.5,mg/l,Fair
DEU00712,2023-03-14,00:00,0.3,NO3N,0,,6.997754,mg/l,Fair
DEU00716,2023-03-02,00:00,0.3,NO3N,0,,38.57116858,mg/l,Fair
DEU00716,2023-03-02,00:00,0.3,EC,0,,524.0,µS/cm,Fair
DEU00716,2023-03-02,00:00,0.3,TEMP,0,,9.6,°C,Fair
DEU00716,2023-03-02,00:00,0.3,pH,0,,5.64,---,Fair
DEU00716,2023-08-08,00:00,0.3,NO3N,0,,35.97297024,mg/l,Fair
DEU00716,2023-08-08,00:00,0.3,EC,0,,500.0,µS/cm,Fair
DEU00716,2023-08-08,00:00,0.3,pH,0,,6.0,---,Fair
DEU00716,2023-08-08,00:00,0.3,TEMP,0,,11.4,°C,Fair
DEU00722,2023-03-27,00:00,0.3,NO3N,0,,0.2031606,mg/l,Fair
DEU00722,2023-06-14,00:00,0.3,NO3N,0,,0.451468,mg/l,Fair
DEU00722,2023-06-14,00:00,0.3,EC,0,,328.0,µS/cm,Fair
DEU00722,2023-10-23,00:00,0.3,TEMP,0,,11.3,°C,Fair
DEU00722,2023-03-27,00:00,0.3,TEMP,0,,11.0,°C,Fair
DEU00722,2023-06-14,00:00,0.3,pH,0,,5.7,---,Fair
DEU00722,2023-06-14,00:00,0.3,O2-Dis,0,,0.1,mg/l,Fair
DEU00722,2023-10-23,00:00,0.3,NO3N,0,,0.4966148,mg/l,Fair
DEU00722,2023-10-23,00:00,0.3,pH,0,,5.7,---,Fair
DEU00722,2023-10-23,00:00,0.3,O2-Dis,0,<,0.1,mg/l,Fair
DEU00722,2023-03-27,00:00,0.3,O2-Dis,0,,0.4,mg/l,Fair
DEU00722,2023-03-27,00:00,0.3,EC,0,,320.0,µS/cm,Fair
DEU00722,2023-03-27,00:00,0.3,pH,0,,5.2,---,Fair
DEU00722,2023-06-14,00:00,0.3,TEMP,0,,11.5,°C,Fair
DEU00722,2023-10-23,00:00,0.3,EC,0,,328.0,µS/cm,Fair
DEU00725,2023-03-30,00:00,0.3,O2-Dis,0,,0.3,mg/l,Fair
DEU00725,2023-03-30,00:00,0.3,EC,0,,1150.0,µS/cm,Fair
DEU00725,2023-10-04,00:00,0.3,NO3N,0,<,0.020090326,mg/l,Fair
DEU00725,2023-10-04,00:00,0.3,O2-Dis,0,,0.1,mg/l,Fair
DEU00725,2023-10-04,00:00,0.3,pH,0,,7.4,---,Fair
DEU00725,2023-03-29,00:00,0.3,NO3N,0,<,0.020090326,mg/l,Fair
DEU00725,2023-03-29,00:00,0.3,TEMP,0,,10.9,°C,Fair
DEU00725,2023-10-04,00:00,0.3,TEMP,0,,11.1,°C,Fair
DEU00725,2023-03-29,00:00,0.3,O2-Dis,0,<,0.1,mg/l,Fair
DEU00725,2023-03-29,00:00,0.3,EC,0,,1170.0,µS/cm,Fair
DEU00725,2023-03-29,00:00,0.3,pH,0,,7.4,---,Fair
DEU00725,2023-03-30,00:00,0.3,TEMP,0,,11.0,°C,Fair
DEU00725,2023-03-30,00:00,0.3,NO3N,0,<,0.0451468,mg/l,Fair
DEU00725,2023-03-30,00:00,0.3,pH,0,,7.4,---,Fair
DEU00725,2023-10-04,00:00,0.3,EC,0,,1152.0,µS/cm,Fair
DEU00726,2023-03-09,00:00,0.3,pH,0,,7.0,---,Fair
DEU00726,2023-03-09,00:00,0.3,NO3N,0,,8.803626,mg/l,Fair
DEU00726,2023-03-09,00:00,0.3,TEMP,0,,11.0,°C,Fair
DEU00726,2023-03-09,00:00,0.3,EC,0,,168.0,µS/cm,Fair
DEU00731,2023-06-01,00:00,0.3,pH,0,,6.9,---,Fair
DEU00731,2023-04-13,00:00,0.3,TEMP,0,,9.2,°C,Fair
DEU00731,2023-04-13,00:00,0.3,pH,0,,7.19,---,Fair
DEU00731,2023-06-01,00:00,0.3,TEMP,0,,9.9,°C,Fair
DEU00731,2023-04-13,00:00,0.3,NO3N,0,,0.955306288,mg/l,Fair
DEU00731,2023-06-01,00:00,0.3,NO3N,0,,0.9992792712,mg/l,Fair
DEU00731,2023-06-01,00:00,0.3,EC,0,,170.0,µS/cm,Fair
DEU00731,2023-04-13,00:00,0.3,EC,0,,184.0,µS/cm,Fair
DEU00736,2023-06-01,00:00,0.3,NO3N,0,<,0.020090326,mg/l,Fair
DEU00736,2023-06-01,00:00,0.3,EC,0,,338.0,µS/cm,Fair
DEU00736,2023-06-01,00:00,0.3,pH,0,,6.1,---,Fair
DEU00736,2023-11-07,00:00,0.3,NO3N,0,<,0.020090326,mg/l,Fair
DEU00736,2023-11-07,00:00,0.3,pH,0,,5.9,---,Fair
DEU00736,2023-04-12,00:00,0.3,O2-Dis,0,,0.3,mg/l,Fair
DEU00736,2023-04-12,00:00,0.3,pH,0,,5.9,---,Fair
DEU00736,2023-11-07,00:00,0.3,O2-Dis,0,,0.2,mg/l,Fair
DEU00736,2023-04-12,00:00,0.3,EC,0,,340.0,µS/cm,Fair
DEU00736,2023-06-01,00:00,0.3,TEMP,0,,10.7,°C,Fair
DEU00736,2023-06-01,00:00,0.3,O2-Dis,0,,0.3,mg/l,Fair
DEU00736,2023-11-07,00:00,0.3,TEMP,0,,11.7,°C,Fair
DEU00736,2023-04-12,00:00,0.3,NO3N,0,,0.451468,mg/l,Fair
DEU00736,2023-04-12,00:00,0.3,TEMP,0,,10.7,°C,Fair
DEU00736,2023-11-07,00:00,0.3,EC,0,,343.0,µS/cm,Fair
DEU00746,2023-03-27,00:00,0.3,O2-Dis,0,,7.1,mg/l,Fair
DEU00746,2023-03-27,00:00,0.3,pH,0,,7.4,---,Fair
DEU00746,2023-03-27,00:00,0.3,EC,0,,95.6,µS/cm,Fair
DEU00746,2023-03-27,00:00,0.3,NO3N,0,,11.060966,mg/l,Fair
DEU00746,2023-03-27,00:00,0.3,TEMP,0,,9.1,°C,Fair
DEU00760,2023-02-27,00:00,0.3,NO3N,0,<,0.09932296,mg/l,Fair
DEU00760,2023-02-27,00:00,0.3,TEMP,0,,10.1,°C,Fair
DEU00760,2023-02-27,00:00,0.3,pH,0,,7.3,---,Fair
DEU00760,2023-10-18,00:00,0.3,O2-Dis,0,,0.1,mg/l,Fair
DEU00760,2023-02-27,00:00,0.3,EC,0,,51.5,µS/cm,Fair
DEU00760,2023-10-18,00:00,0.3,TEMP,0,,10.2,°C,Fair
DEU00760,2023-10-18,00:00,0.3,EC,0,,54.6,µS/cm,Fair
DEU00760,2023-10-18,00:00,0.3,pH,0,,7.4,---,Fair
DEU00760,2023-02-27,00:00,0.3,O2-Dis,0,,0.1,mg/l,Fair
DEU00760,2023-10-18,00:00,0.3,NO3N,0,<,0.09932296,mg/l,Fair
DEU00763,2023-10-26,00:00,0.3,O2-Dis,0,<,0.1,mg/l,Fair
DEU00763,2023-04-27,00:00,0.3,pH,0,,7.5,---,Fair
DEU00763,2023-10-26,00:00,0.3,NO3N,0,<,0.020090326,mg/l,Fair
DEU00763,2023-10-26,00:00,0.3,EC,0,,712.0,µS/cm,Fair
DEU00763,2023-10-26,00:00,0.3,pH,0,,7.5,---,Fair
DEU00763,2023-03-28,00:00,0.3,O2-Dis,0,<,0.1,mg/l,Fair
DEU00763,2023-03-28,00:00,0.3,EC,0,,750.0,µS/cm,Fair
DEU00763,2023-04-27,00:00,0.3,TEMP,0,,10.6,°C,Fair
DEU00763,2023-03-28,00:00,0.3,NO3N,0,<,0.0451468,mg/l,Fair
DEU00763,2023-03-28,00:00,0.3,TEMP,0,,10.2,°C,Fair
DEU00763,2023-03-28,00:00,0.3,pH,0,,7.5,---,Fair
DEU00763,2023-04-27,00:00,0.3,NO3N,0,<,0.020090326,mg/l,Fair
DEU00763,2023-04-27,00:00,0.3,O2-Dis,0,<,0.1,mg/l,Fair
DEU00763,2023-04-27,00:00,0.3,EC,0,,766.0,µS/cm,Fair
DEU00763,2023-10-26,00:00,0.3,TEMP,0,,10.6,°C,Fair
DEU00765,2023-03-21,00:00,0.3,TEMP,0,,10.1,°C,Fair
DEU00765,2023-03-21,00:00,0.3,EC,0,,370.0,µS/cm,Fair
DEU00765,2023-05-08,00:00,0.3,EC,0,,419.0,µS/cm,Fair
DEU00765,2023-09-28,00:00,0.3,TEMP,0,,10.2,°C,Fair
DEU00765,2023-09-28,00:00,0.3,EC,0,,420.0,µS/cm,Fair
DEU00765,2023-03-21,00:00,0.3,NO3N,0,<,0.0451468,mg/l,Fair
DEU00765,2023-03-21,00:00,0.3,O2-Dis,0,,0.2,mg/l,Fair
DEU00765,2023-05-08,00:00,0.3,TEMP,0,,10.1,°C,Fair
DEU00765,2023-05-08,00:00,0.3,pH,0,,7.4,---,Fair
DEU00765,2023-03-21,00:00,0.3,pH,0,,7.5,---,Fair
DEU00765,2023-05-08,00:00,0.3,NO3N,0,<,0.020090326,mg/l,Fair
DEU00765,2023-05-08,00:00,0.3,O2-Dis,0,<,0.1,mg/l,Fair
DEU00765,2023-09-28,00:00,0.3,NO3N,0,,0.02483074,mg/l,Fair
DEU00765,2023-09-28,00:00,0.3,O2-Dis,0,<,0.1,mg/l,Fair
DEU00765,2023-09-28,00:00,0.3,pH,0,,7.4,---,Fair
DEU00769,2023-05-04,00:00,0.3,EC,0,,62.5,µS/cm,Fair
DEU00769,2023-05-04,00:00,0.3,pH,0,,6.1,---,Fair
DEU00769,2023-05-04,00:00,0.3,NO3N,0,,3.38601,mg/l,Fair
DEU00769,2023-05-04,00:00,0.3,TEMP,0,,11.4,°C,Fair
DEU00773,2023-03-08,00:00,0.3,NO3N,0,,3.611744,mg/l,Fair
DEU00773,2023-03-08,00:00,0.3,pH,0,,5.51,---,Fair
DEU00773,2023-03-08,00:00,0.3,TEMP,0,,11.3,°C,Fair
DEU00773,2023-03-08,00:00,0.3,O2-Dis,0,,1.1,mg/l,Fair
DEU00773,2023-03-08,00:00,0.3,EC,0,,26.4,µS/cm,Fair
DEU00779,2023-03-23,00:00,0.3,TEMP,0,,11.2,°C,Fair
DEU00779,2023-03-23,00:00,0.3,O2-Dis,0,<,0.1,mg/l,Fair
DEU00779,2023-03-23,00:00,0.3,EC,0,,1081.0,µS/cm,Fair
DEU00779,2023-03-23,00:00,0.3,pH,0,,7.2,---,Fair
DEU00779,2023-11-27,00:00,0.3,O2-Dis,0,<,0.1,mg/l,Fair
DEU00779,2023-11-27,00:00,0.3,EC,0,,1055.0,µS/cm,Fair
DEU00779,2023-03-23,00:00,0.3,NO3N,0,,0.11963902,mg/l,Fair
DEU00779,2023-11-27,00:00,0.3,NO3N,0,,0.08352158,mg/l,Fair
DEU00779,2023-11-27,00:00,0.3,TEMP,0,,10.9,°C,Fair
DEU00779,2023-11-27,00:00,0.3,pH,0,,7.2,---,Fair
DEU00780,2023-04-27,00:00,0.3,TEMP,0,,10.7,°C,Fair
DEU00780,2023-04-27,00:00,0.3,pH,0,,5.6,---,Fair
DEU00780,2023-04-27,00:00,0.3,NO3N,0,,27.08808,mg/l,Fair
DEU00780,2023-04-27,00:00,0.3,EC,0,,56.4,µS/cm,Fair
DEU00784,2023-03-23,00:00,0.3,NO3N,0,,10.15803,mg/l,Fair
DEU00784,2023-03-23,00:00,0.3,TEMP,0,,9.4,°C,Fair
DEU00784,2023-03-23,00:00,0.3,EC,0,,40.9,µS/cm,Fair
DEU00784,2023-03-23,00:00,0.3,pH,0,,6.4,---,Fair
DEU00791,2023-03-29,00:00,0.3,NO3N,0,,9.480828,mg/l,Fair
DEU00791,2023-10-12,00:00,0.3,NO3N,0,,13.995508,mg/l,Fair
DEU00791,2023-10-12,00:00,0.3,EC,0,,51.9,µS/cm,Fair
DEU00791,2023-10-12,00:00,0.3,O2-Dis,0,,1.4,mg/l,Fair
DEU00791,2023-03-29,00:00,0.3,pH,0,,6.7,---,Fair
DEU00791,2023-10-12,00:00,0.3,TEMP,0,,11.9,°C,Fair
DEU00791,2023-03-29,00:00,0.3,TEMP,0,,12.1,°C,Fair
DEU00791,2023-03-29,00:00,0.3,O2-Dis,0,,2.5,mg/l,Fair
DEU00791,2023-03-29,00:00,0.3,EC,0,,53.4,µS/cm,Fair
DEU00791,2023-10-12,00:00,0.3,pH,0,,6.2,---,Fair
DEU00796,2023-07-03,00:00,0.3,EC,0,,159.0,µS/cm,Fair
DEU00796,2023-07-03,00:00,0.3,O2-Dis,0,,0.3,mg/l,Fair
DEU00796,2023-07-03,00:00,0.3,pH,0,,6.5,---,Fair
DEU00796,2023-07-03,00:00,0.3,TEMP,0,,12.2,°C,Fair
DEU00796,2023-07-03,00:00,0.3,NO3N,0,<,0.09932296,mg/l,Fair
DEU00798,2023-05-09,00:00,0.3,TEMP,0,,10.9,°C,Fair
DEU00798,2023-05-09,00:00,0.3,EC,0,,723.0,µS/cm,Fair
DEU00798,2023-11-09,00:00,0.3,O2-Dis,0,,7.7,mg/l,Fair
DEU00798,2023-11-09,00:00,0.3,EC,0,,722.0,µS/cm,Fair
DEU00798,2023-11-09,00:00,0.3,TEMP,0,,10.8,°C,Fair
DEU00798,2023-11-09,00:00,0.3,pH,0,,7.2,---,Fair
DEU00798,2023-05-09,00:00,0.3,NO3N,0,,22.121932,mg/l,Fair
DEU00798,2023-05-09,00:00,0.3,O2-Dis,0,,7.6,mg/l,Fair
DEU00798,2023-05-09,00:00,0.3,pH,0,,7.3,---,Fair
DEU00798,2023-11-09,00:00,0.3,NO3N,0,,20.993262,mg/l,Fair
DEU00808,2023-03-30,00:00,0.3,O2-Dis,0,,0.3,mg/l,Fair
DEU00808,2023-07-25,00:00,0.3,TEMP,0,,11.6,°C,Fair
DEU00808,2023-10-05,00:00,0.3,O2-Dis,0,,0.1,mg/l,Fair
DEU00808,2023-10-05,00:00,0.3,pH,0,,7.6,---,Fair
DEU00808,2023-03-30,00:00,0.3,TEMP,0,,11.7,°C,Fair
DEU00808,2023-05-25,00:00,0.3,TEMP,0,,12.2,°C,Fair
DEU00808,2023-05-25,00:00,0.3,O2-Dis,0,,0.05,mg/l,Fair
DEU00808,2023-05-25,00:00,0.3,pH,0,,7.5,---,Fair
DEU00808,2023-07-25,00:00,0.3,O2-Dis,0,,0.09,mg/l,Fair
DEU00808,2023-07-25,00:00,0.3,EC,0,,713.0,µS/cm,Fair
DEU00808,2023-03-30,00:00,0.3,EC,0,,711.0,µS/cm,Fair
DEU00808,2023-05-25,00:00,0.3,NO3N,0,<,0.00902936,mg/l,Fair
DEU00808,2023-06-19,00:00,0.3,pH,0,,7.6,---,Fair
DEU00808,2023-07-25,00:00,0.3,NO3N,0,,0.03160276,mg/l,Fair
DEU00808,2023-10-05,00:00,0.3,EC,0,,681.0,µS/cm,Fair
DEU00808,2023-06-19,00:00,0.3,NO3N,0,,0.06546286,mg/l,Fair
DEU00808,2023-06-19,00:00,0.3,EC,0,,718.0,µS/cm,Fair
DEU00808,2023-07-25,00:00,0.3,pH,0,,7.3,---,Fair
DEU00808,2023-10-05,00:00,0.3,NO3N,0,,0.4288946,mg/l,Fair
DEU00808,2023-03-30,00:00,0.3,NO3N,0,,0.02934542,mg/l,Fair
DEU00808,2023-03-30,00:00,0.3,pH,0,,7.6,---,Fair
DEU00808,2023-05-25,00:00,0.3,EC,0,,713.0,µS/cm,Fair
DEU00808,2023-06-19,00:00,0.3,TEMP,0,,12.0,°C,Fair
DEU00808,2023-06-19,00:00,0.3,O2-Dis,0,,0.03,mg/l,Fair
DEU00808,2023-10-05,00:00,0.3,TEMP,0,,11.8,°C,Fair
DEU00809,2023-06-20,00:00,0.3,EC,0,,24.4,µS/cm,Fair
DEU00809,2023-06-20,00:00,0.3,TEMP,0,,11.1,°C,Fair
DEU00809,2023-06-20,00:00,0.3,pH,0,,6.5,---,Fair
DEU00809,2023-06-20,00:00,0.3,NO3N,0,<,0.0451468,mg/l,Fair
DEU00816,2023-03-02,00:00,0.3,EC,0,,682.0,µS/cm,Fair
DEU00816,2023-03-02,00:00,0.3,pH,0,,7.8,---,Fair
DEU00816,2023-09-05,00:00,0.3,pH,0,,7.7,---,Fair
DEU00816,2023-04-04,00:00,0.3,TEMP,0,,12.1,°C,Fair
DEU00816,2023-03-02,00:00,0.3,TEMP,0,,12.1,°C,Fair
DEU00816,2023-03-02,00:00,0.3,O2-Dis,0,<,0.1,mg/l,Fair
DEU00816,2023-04-04,00:00,0.3,O2-Dis,0,,0.4,mg/l,Fair
DEU00816,2023-09-05,00:00,0.3,NO3N,0,<,0.020090326,mg/l,Fair
DEU00816,2023-03-02,00:00,0.3,NO3N,0,<,0.020090326,mg/l,Fair
DEU00816,2023-04-04,00:00,0.3,NO3N,0,,0.0451468,mg/l,Fair
DEU00816,2023-04-04,00:00,0.3,pH,0,,7.8,---,Fair
DEU00816,2023-09-05,00:00,0.3,EC,0,,663.0,µS/cm,Fair
DEU00816,2023-04-04,00:00,0.3,EC,0,,690.0,µS/cm,Fair
DEU00816,2023-09-05,00:00,0.3,TEMP,0,,12.6,°C,Fair
DEU00816,2023-09-05,00:00,0.3,O2-Dis,0,<,0.1,mg/l,Fair
DEU00817,2023-06-21,00:00,0.3,TEMP,0,,11.4,°C,Fair
DEU00817,2023-06-21,00:00,0.3,O2-Dis,0,,0.1,mg/l,Fair
DEU00817,2023-06-21,00:00,0.3,NO3N,0,<,0.09932296,mg/l,Fair
DEU00817,2023-06-21,00:00,0.3,EC,0,,71.0,µS/cm,Fair
DEU00817,2023-06-21,00:00,0.3,pH,0,,7.2,---,Fair
DEU00821,2023-03-22,00:00,0.3,O2-Dis,0,,0.1,mg/l,Fair
DEU00821,2023-04-27,00:00,0.3,NO3N,0,<,0.020090326,mg/l,Fair
DEU00821,2023-11-01,00:00,0.3,TEMP,0,,10.7,°C,Fair
DEU00821,2023-11-01,00:00,0.3,EC,0,,357.0,µS/cm,Fair
DEU00821,2023-03-22,00:00,0.3,EC,0,,350.0,µS/cm,Fair
DEU00821,2023-04-27,00:00,0.3,O2-Dis,0,<,0.1,mg/l,Fair
DEU00821,2023-11-01,00:00,0.3,NO3N,0,<,0.020090326,mg/l,Fair
DEU00821,2023-03-22,00:00,0.3,TEMP,0,,9.3,°C,Fair
DEU00821,2023-03-22,00:00,0.3,pH,0,,7.7,---,Fair
DEU00821,2023-04-27,00:00,0.3,pH,0,,7.6,---,Fair
DEU00821,2023-11-01,00:00,0.3,pH,0,,7.5,---,Fair
DEU00821,2023-03-22,00:00,0.3,NO3N,0,<,0.0451468,mg/l,Fair
DEU00821,2023-04-27,00:00,0.3,TEMP,0,,9.1,°C,Fair
DEU00821,2023-04-27,00:00,0.3,EC,0,,340.0,µS/cm,Fair
DEU00821,2023-11-01,00:00,0.3,O2-Dis,0,<,0.1,mg/l,Fair
DEU00827,2023-06-01,00:00,0.3,pH,0,,7.5,---,Fair
DEU00827,2023-06-01,00:00,0.3,EC,0,,119.0,µS/cm,Fair
DEU00827,2023-06-01,00:00,0.3,O2-Dis,0,,8.7,mg/l,Fair
DEU00827,2023-06-01,00:00,0.3,NO3N,0,,11.2867,mg/l,Fair
DEU00827,2023-06-01,00:00,0.3,TEMP,0,,10.7,°C,Fair
DEU00828,2023-06-01,00:00,0.3,NO3N,0,<,0.149887376,mg/l,Fair
DEU00828,2023-06-01,00:00,0.3,O2-Dis,0,<,0.1,mg/l,Fair
DEU00828,2023-06-01,00:00,0.3,pH,0,,6.1,---,Fair
DEU00828,2023-06-01,00:00,0.3,TEMP,0,,11.6,°C,Fair
DEU00828,2023-06-01,00:00,0.3,EC,0,,320.0,µS/cm,Fair
DEU00832,2023-03-22,00:00,0.3,TEMP,0,,10.3,°C,Fair
DEU00832,2023-03-22,00:00,0.3,EC,0,,559.0,µS/cm,Fair
DEU00832,2023-03-22,00:00,0.3,NO3N,0,<,0.0999324418,mg/l,Fair
DEU00832,2023-03-22,00:00,0.3,O2-Dis,0,,0.1,mg/l,Fair
DEU00832,2023-03-22,00:00,0.3,pH,0,,6.4,---,Fair
DEU00838,2023-06-15,00:00,0.3,NO3N,0,,1.918739,mg/l,Fair
DEU00838,2023-06-15,00:00,0.3,TEMP,0,,8.3,°C,Fair
DEU00838,2023-06-15,00:00,0.3,EC,0,,13.1,µS/cm,Fair
DEU00838,2023-06-15,00:00,0.3,pH,0,,6.3,---,Fair
DEU00840,2023-03-01,00:00,0.3,pH,0,,7.2,---,Fair
DEU00840,2023-03-24,00:00,0.3,NO3N,0,<,0.0451468,mg/l,Fair
DEU00840,2023-03-24,00:00,0.3,pH,0,,7.2,---,Fair
DEU00840,2023-10-18,00:00,0.3,TEMP,0,,10.6,°C,Fair
DEU00840,2023-10-18,00:00,0.3,EC,0,,987.0,µS/cm,Fair
DEU00840,2023-10-18,00:00,0.3,pH,0,,7.2,---,Fair
DEU00840,2023-03-24,00:00,0.3,O2-Dis,0,,0.3,mg/l,Fair
DEU00840,2023-10-18,00:00,0.3,NO3N,0,<,0.020090326,mg/l,Fair
DEU00840,2023-03-01,00:00,0.3,NO3N,0,,0.02708808,mg/l,Fair
DEU00840,2023-03-01,00:00,0.3,O2-Dis,0,,0.1,mg/l,Fair
DEU00840,2023-03-24,00:00,0.3,EC,0,,950.0,µS/cm,Fair
DEU00840,2023-03-01,00:00,0.3,TEMP,0,,10.7,°C,Fair
DEU00840,2023-03-24,00:00,0.3,TEMP,0,,10.4,°C,Fair
DEU00840,2023-03-01,00:00,0.3,EC,0,,945.0,µS/cm,Fair
DEU00840,2023-10-18,00:00,0.3,O2-Dis,0,<,0.1,mg/l,Fair
DEU00841,2023-05-22,00:00,0.3,NO3N,0,,1.1891441386,mg/l,Fair
DEU00841,2023-06-05,00:00,0.3,pH,0,,7.1,---,Fair
DEU00841,2023-06-05,00:00,0.3,TEMP,0,,10.4,°C,Fair
DEU00841,2023-05-22,00:00,0.3,TEMP,0,,10.4,°C,Fair
DEU00841,2023-05-22,00:00,0.3,EC,0,,865.0,µS/cm,Fair
DEU00841,2023-05-22,00:00,0.3,pH,0,,7.06,---,Fair
DEU00841,2023-06-05,00:00,0.3,NO3N,0,,0.9992792712,mg/l,Fair
DEU00841,2023-06-05,00:00,0.3,EC,0,,860.0,µS/cm,Fair
DEU00842,2023-04-25,00:00,0.3,NO3N,0,,5.136351436,mg/l,Fair
DEU00842,2023-04-25,00:00,0.3,TEMP,0,,11.0,°C,Fair
DEU00842,2023-11-13,00:00,0.3,TEMP,0,,13.1,°C,Fair
DEU00842,2023-08-08,00:00,0.3,NO3N,0,,7.194819782,mg/l,Fair
DEU00842,2023-04-25,00:00,0.3,pH,0,,6.87,---,Fair
DEU00842,2023-08-08,00:00,0.3,TEMP,0,,14.2,°C,Fair
DEU00842,2023-08-08,00:00,0.3,pH,0,,7.5,---,Fair
DEU00842,2023-11-13,00:00,0.3,EC,0,,439.0,µS/cm,Fair
DEU00842,2023-11-13,00:00,0.3,pH,0,,6.87,---,Fair
DEU00842,2023-04-25,00:00,0.3,EC,0,,401.0,µS/cm,Fair
DEU00842,2023-08-08,00:00,0.3,EC,0,,420.0,µS/cm,Fair
DEU00850,2023-03-08,00:00,0.3,NO3N,0,,1.3090540394,mg/l,Fair
DEU00850,2023-08-10,00:00,0.3,TEMP,0,,11.9,°C,Fair
DEU00850,2023-10-23,00:00,0.3,pH,0,,5.72,---,Fair
DEU00850,2023-03-08,00:00,0.3,TEMP,0,,7.8,°C,Fair
DEU00850,2023-08-10,00:00,0.3,EC,0,,270.0,µS/cm,Fair
DEU00850,2023-08-10,00:00,0.3,pH,0,,6.4,---,Fair
DEU00850,2023-10-23,00:00,0.3,EC,0,,202.0,µS/cm,Fair
DEU00850,2023-03-08,00:00,0.3,EC,0,,222.0,µS/cm,Fair
DEU00850,2023-03-08,00:00,0.3,pH,0,,5.78,---,Fair
DEU00850,2023-10-23,00:00,0.3,TEMP,0,,12.4,°C,Fair
DEU00850,2023-08-10,00:00,0.3,NO3N,0,,1.9985585424,mg/l,Fair
DEU00853,2023-05-08,00:00,0.3,EC,0,,64.3,µS/cm,Fair
DEU00853,2023-05-08,00:00,0.3,pH,0,,6.6,---,Fair
DEU00853,2023-05-08,00:00,0.3,TEMP,0,,10.7,°C,Fair
DEU00853,2023-05-08,00:00,0.3,NO3N,0,,10.383764,mg/l,Fair
DEU00867,2023-10-18,00:00,0.3,NO3N,0,<,0.01998648836,mg/l,Fair
DEU00867,2023-05-22,00:00,0.3,NO3N,0,<,0.01998648836,mg/l,Fair
DEU00867,2023-05-22,00:00,0.3,O2-Dis,0,<,0.1,mg/l,Fair
DEU00867,2023-10-18,00:00,0.3,TEMP,0,,12.1,°C,Fair
DEU00867,2023-05-22,00:00,0.3,TEMP,0,,12.2,°C,Fair
DEU00867,2023-10-18,00:00,0.3,O2-Dis,0,<,0.1,mg/l,Fair
DEU00867,2023-05-22,00:00,0.3,pH,0,,7.0,---,Fair
DEU00867,2023-10-18,00:00,0.3,pH,0,,6.9,---,Fair
DEU00868,2023-06-06,00:00,0.3,pH,0,,6.5,---,Fair
DEU00868,2023-06-06,00:00,0.3,NO3N,0,,0.5869084,mg/l,Fair
DEU00868,2023-06-06,00:00,0.3,TEMP,0,,7.3,°C,Fair
DEU00868,2023-06-06,00:00,0.3,EC,0,,7.5,µS/cm,Fair
DEU00871,2023-07-26,00:00,0.3,O2-Dis,0,,6.4,mg/l,Fair
DEU00871,2023-07-26,00:00,0.3,EC,0,,570.0,µS/cm,Fair
DEU00871,2023-07-26,00:00,0.3,NO3N,0,,17.587387408,mg/l,Fair
DEU00871,2023-07-26,00:00,0.3,pH,0,,6.7,---,Fair
DEU00871,2023-07-26,00:00,0.3,TEMP,0,,10.5,°C,Fair
DEU00878,2023-05-23,00:00,0.3,NO3N,0,,0.790069,mg/l,Fair
DEU00878,2023-05-23,00:00,0.3,TEMP,0,,9.5,°C,Fair
DEU00878,2023-05-23,00:00,0.3,O2-Dis,0,<,0.5,mg/l,Fair
DEU00878,2023-05-23,00:00,0.3,pH,0,,6.6,---,Fair
DEU00879,2023-04-24,00:00,0.3,EC,0,,800.0,µS/cm,Fair
DEU00879,2023-10-19,00:00,0.3,EC,0,,828.0,µS/cm,Fair
DEU00879,2023-04-24,00:00,0.3,TEMP,0,,11.5,°C,Fair
DEU00879,2023-10-19,00:00,0.3,NO3N,0,,4.6952672,mg/l,Fair
DEU00879,2023-10-19,00:00,0.3,TEMP,0,,11.6,°C,Fair
DEU00879,2023-10-19,00:00,0.3,pH,0,,7.5,---,Fair
DEU00879,2023-04-24,00:00,0.3,O2-Dis,0,,6.3,mg/l,Fair
DEU00879,2023-04-24,00:00,0.3,pH,0,,7.5,---,Fair
DEU00879,2023-10-19,00:00,0.3,O2-Dis,0,,5.1,mg/l,Fair
DEU00879,2023-04-24,00:00,0.3,NO3N,0,,4.0857854,mg/l,Fair
DEU00891,2023-04-05,00:00,0.3,TEMP,0,,10.7,°C,Fair
DEU00891,2023-04-05,00:00,0.3,O2-Dis,0,<,0.1,mg/l,Fair
DEU00891,2023-04-05,00:00,0.3,NO3N,0,<,0.09932296,mg/l,Fair
